215 11 48
0.638498
0.0296054
2.58246e-05
0.000674634
0.000106759
5.73086
-94.3598
3.28954
0.000383244
0.000213824
0.000249321
9.12897
-142.81
4.64021
-0.000369697
0.000309044
-0.000214894
16.7006
-261.183
8.87901
-0.0287988
0.425608
-0.0144641
-302.983
-255.443
49.0603
-0.0287188
0.425398
-0.0144798
-310.72
-135.512
44.6936
-0.0290617
0.425645
-0.0144779
-317.494
-33.637
41.2216
0.0378126
-0.572486
0.0194779
455.353
3.32846
-44.2298
0.0379731
-0.57275
0.0192557
460.116
-67.9642
-41.8977
0.0382874
-0.57321
0.0193851
464.033
-123.934
-40.0261
0.0376843
-0.572717
0.0189686
471.483
-241.93
-36.1983
-21.0762
-122.656
752.596
-81.4405
-109.733
735.467
29.8729
-84.9635
759.892
-42.5382
-75.6246
748.446
-100.383
-66.0716
734.099
81.3249
-69.7687
775.101
-56.4935
-15.8758
744.539
80.6784
-6.97491
773.962
-101.969
4.77286
733.892
148.504
16.8477
789.257
66.1866
21.8947
771.048
-144.329
27.3097
719.868
-86.4262
52.004
736.414
26.4492
57.4576
760.515
118.636
74.7991
782.011
-120.234
87.276
728.27
-80.7471
104.966
736.403
121.462
126.032
781.263
31.9677
124.842
761.134
76.5172
127.352
771.243
-119.54
128.704
728.207
-78.914
153.81
734.583
-104.917
165.978
726.866
107.076
198.08
776.354
69.9097
198.408
768.145
-89.0567
217.4
732.575
121.689
232.54
779.735
-119.995
224.05
725.223
95.7903
260.293
773.466
49.1686
259.065
742.704
-102.881
263.223
729.024
-80.4713
292.781
733.985
87.9628
311.905
772.083
-105.252
317.369
728.111
61.9928
335.406
764.365
-71.3969
364.831
734.489
22.29
370.817
753.328
-31.2404
382.503
743.256
-3.89294
401.44
749.234
-15.5647
268.333
740.799
60.7627
131.226
727.73
-51.8776
-26.4078
851.976
53.1671
134.396
729.078
-41.72
42.7464
760.753
-82.2229
193.879
706.647
-91.6577
200.579
964.429
-30.0465
273.075
795.083
-43.6701
272.477
680.033
